title,composer,style,key,transpose,comp_style,bpm,repeats,time_signature,chords
Fascinating Rhythm,Gershwin George,Medium Up Swing,F,,0,0,,"(4, 4)","['F-', 'F-/Eb', 'Dh7', 'Db7', 'F-/C', 'Bo7', 'Bb7', 'F-/Ab', 'C7/G', 'F-', 'F-/Eb', 'Dh7', 'Db7', 'F-/C', 'C7b13', 'F6', 'C-', 'C-/Bb', 'Ah7', 'Ab7', 'C-/G', 'F#o7', 'F7', 'C-/Eb', 'G7/D', 'C-', 'C-/Bb', 'Ah7', 'F-/Ab', 'G7', 'C7', 'C7', 'C7', 'C7', 'C7', 'F7', 'F7', 'F7', 'F7', 'Bb6', 'G-7', 'C7', 'F6', 'Eh7', 'A7b9', 'D-7', 'G7', 'G-7', 'C7', 'C7', 'C7', 'C7', 'C7', 'F7', 'F7', 'F7', 'F7', 'Bb6', 'Eh7', 'A7b9', 'D-7', 'G7', 'G-7', 'C7', 'F6', 'F6']"
Fascination,Marchetti Fernando-Dante,Waltz,C,,0,0,,"(3, 4)","['C6', 'Ebo7', 'C^7', 'C^7', 'C^7', 'Ebo7', 'D-7', 'G7', 'D-7', 'D-7', 'D-7', 'D-7', 'D-7', 'D-7', 'Ab7', 'G7', 'C6', 'Ebo7', 'C^7', 'C^7', 'C^7', 'Ebo7', 'D-7', 'G7', 'D-7', 'D-7', 'G7', 'G7', 'D-7', 'G7', 'C6', 'G7sus']"
Favela,Jobim Antonio-Carlos,Bossa Nova,G-,,0,0,,"(3, 4)","['G-7', 'F/G', 'G-7', 'F/G', 'G-7', 'F/G', 'G-7', 'G-7', 'C-7', 'F7', 'Bb^7', 'Bb7', 'Eh7', 'Eb-6', 'G-7', 'D-7', 'G-7', 'G-7', 'C-7', 'G-7', 'C-7', 'G-7', 'C-7', 'G-7', 'Eb7#9', 'D7#9', 'C7#9', 'G-7', 'F/G', 'G-7', 'F/G', 'G-7', 'F/G', 'G-7', 'G-7', 'C-7', 'F7', 'Bb^7', 'Bb7', 'Eh7', 'Eb-6', 'G-7', 'D-7', 'G-7', 'G-7']"
Fee-Fi-Fo-Fum,Shorter Wayne,Medium Swing,Bb,,0,0,,"(4, 4)","['Eb7', 'D7#9', 'G-7', 'Ab^7', 'B^7', 'D7', 'D-7', 'G7', 'Eb7', 'D7#9', 'G-7', 'Ab^7', 'C7', 'F7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Bb-7', 'Eb7', 'A-7', 'D7', 'Eb7', 'D7#9', 'G-7', 'Ab^7', 'B^7', 'D7', 'D-7', 'G7', 'Eb7', 'D7#9', 'Db^7', 'C7', 'B^7', 'B^7']"
Feel Like Makin' Love,McDaniels Eugene,Rock Pop,Eb,,0,0,,"(4, 4)","['F-7', 'Bb7sus', 'Eb^7', 'Db7', 'C7', 'F-7', 'Bb7sus', 'Eb^7', 'A7#11', 'Ab^7', 'G-7', 'F-7', 'C-7', 'Ab^7', 'G-7', 'Db7', 'C-7', 'Eb7', 'E7', 'F7']"
Feels So Good,Mangione Chuck,Funk,F,,0,0,,"(4, 4)","['F', 'C/E', 'D-7', 'G-7', 'C7', 'C7/Bb', 'A-7', 'D-7', 'G-7', 'Eh7', 'A7#9', 'D-7', 'Ebadd9', 'D-7', 'Ebadd9', 'F', 'Ebadd9', 'D-7', 'D-/C', 'Bb^7', 'G-7', 'G-7', 'A-7', 'Bb', 'Bo', 'C7sus', 'F', 'D7/F#', 'G-7', 'C7', 'F', 'D7/F#', 'G-7', 'C9sus']"
Fever,Davenport-Cooley,Medium Swing,A-,,0,0,,"(4, 4)","['A-', 'A-', 'A-', 'A-', 'A-', 'A-', 'E7', 'A-', 'A-', 'A-', 'A-', 'A-', 'A-', 'A-', 'E7', 'A-', 'A-', 'A-', 'A-', 'A-', 'A-', 'A-', 'E7', 'A-', 'A-', 'A-', 'A-', 'A-', 'A-', 'A-', 'E7', 'A-', 'E7', 'A-', 'A-', 'E7', 'A-']"
Fidgety Feet (War Clouds),"Nick LaRocca, Larry Shields (1919)",Medium Swing,Ab,,Jazz-Medium Swing,100,3,"(4, 4)","['F', 'F', 'F7', 'F7', 'F7', 'F7', 'F7', 'Bb', 'Bb7', 'Eb', 'Bb', 'Bb', 'Bb', 'C7', 'F7', 'Bb', 'Bb7', 'Eb', 'Bb', 'Bb', 'Bb', 'Bb', 'Bb', 'C7', 'F7', 'Bb', 'Bb', 'Bb7', 'Eb', 'Bb', 'Bb', 'Bb', 'C7', 'F7', 'Bb', 'Bb7', 'Eb', 'Bb', 'Bb', 'Bb', 'Bb', 'Bb', 'C7', 'F7', 'Bb', 'Eb', 'Eb', 'G7', 'G7', 'Ab', 'Ab', 'Eb', 'Eb', 'Bb7', 'Eb', 'F7', 'Bb7', 'Eb', 'Eb', 'G7', 'G7', 'Ab', 'Ab', 'Eb', 'Eb', 'Bb7', 'Eb', 'C7', 'F7', 'Bb7', 'Eb', 'Eb', 'Eb', 'G7', 'G7', 'Ab', 'Ab', 'Eb', 'Eb', 'Bb7', 'Eb', 'F7', 'Bb7', 'Eb', 'Eb', 'G7', 'G7', 'Ab', 'Ab', 'Eb', 'Eb', 'Bb7', 'Eb', 'C7', 'F7', 'Bb7', 'Eb', 'Ab', 'Db', 'Db-', 'Ab', 'Ab', 'Eb7', 'Eb7', 'Ab', 'Ab7', 'Db', 'Db', 'Db-', 'Ab', 'F-', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Ab', 'Db', 'Db-', 'Ab', 'Ab7', 'Db', 'Db', 'C7', 'C7', 'Db', 'Do', 'Ab', 'F7', 'Bb7', 'Eb7', 'Ab', 'Db', 'Ab', 'Ab', 'Db', 'Db-', 'Ab', 'Ab', 'Eb7', 'Eb7', 'Ab', 'Ab7', 'Db', 'Db', 'Db-', 'Ab', 'F-', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Ab', 'Db', 'Db-', 'Ab', 'Ab7', 'Db', 'Db', 'C7', 'C7', 'Db', 'Do', 'Ab', 'F7', 'Bb7', 'Eb7', 'Ab', 'Db', 'Ab']"
Fine And Dandy,Swift Kay,Ballad,F,,0,0,,"(4, 4)","['F^7', 'Abo', 'G-7', 'C7', 'F^7', 'Abo', 'G-7', 'C7', 'F7', 'F7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Ab7', 'C7', 'F^7', 'Abo', 'G-7', 'C7', 'F^7', 'Abo', 'G-7', 'C7', 'C-7', 'F7', 'Bb^7', 'Bb-7', 'G7', 'G-7', 'C7', 'F^7', 'F^7']"
Fine And Dandy (Dixieland Tunes),"Kay Swift, Paul James (1930)",Ballad,F,,Jazz-Medium Swing,100,3,"(4, 4)","['F', 'Abo', 'G-7', 'C7', 'F', 'Abo', 'G-7', 'C7', 'F7', 'F7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Ab7', 'C7', 'F', 'Abo', 'G-7', 'C7', 'F', 'Abo', 'G-7', 'C7', 'C-7', 'F7', 'Bb', 'Bb-7', 'F', 'D-', 'G7', 'C7', 'F', 'F']"
Fine And Mellow,Holiday Billie,Slow Swing,F,,0,0,,"(4, 4)","['F7', 'Bb7', 'F7', 'F7', 'Bb7', 'Bb7', 'F7', 'F7', 'C7', 'Db7', 'C7', 'F7', 'C7']"
"Fish Seller, The","Sidney Bechet, Fernand Bonifay (1952)",Medium Swing,Bb,,Jazz-Medium Swing,100,3,"(4, 4)","['F', 'C7', 'C7', 'F', 'D7', 'G-', 'G7', 'C7', 'F', 'C7', 'C7', 'F', 'D7', 'G-7', 'C7', 'F', 'C', 'G7', 'G7', 'C', 'C', 'G7', 'G7', 'C', 'C', 'G7', 'G7', 'C', 'C', 'G7', 'G7', 'C', 'Bb', 'F7', 'F7', 'Bb', 'G7', 'C-', 'C7', 'F7', 'Bb', 'F7', 'F7', 'Bb', 'G7', 'C-7', 'F7', 'Bb7']"
Five Brothers,Mulligan Gerry,Medium Swing,C,,0,0,,"(4, 4)","['C^7', 'D-7', 'G7', 'C^7', 'D-7', 'G7', 'G-7', 'C7', 'F^7', 'Bb7', 'C^7', 'Eb7', 'D-7', 'G7', 'D-7', 'Db7', 'C^7', 'B7', 'E^7', 'F-7', 'Bb7', 'Eb^7', 'E-7', 'A7', 'D^7', 'Eb-7', 'Ab7', 'Db^7', 'D-7', 'Db7', 'C^7', 'D-7', 'G7', 'C^7', 'D-7', 'G7', 'G-7', 'C7', 'F^7', 'Bb7', 'D-7', 'Db7', 'C^7']"
Five Foot Two,"Henderson, Lewis, Young (1925)",Medium Swing,Bb,,Jazz-Medium Swing,100,3,"(4, 4)","['Bb', 'D7', 'G7', 'G7', 'C7', 'F7', 'Bb', 'F7', 'Bb', 'D7', 'G7', 'G7', 'C7', 'F7', 'Bb', 'Bb', 'A7', 'D7', 'D7', 'G7', 'G7', 'C7', 'C7', 'F7', 'F7', 'Bb', 'D7', 'G7', 'G7', 'C7', 'F7', 'Bb', 'F7']"
Five Minutes More,"Jule Styne, Sammy Cahn (1946)",Medium Swing,Bb,,Jazz-Medium Swing,100,3,"(4, 4)","['Bb', 'Bb', 'D7', 'Eb', 'G7', 'C7', 'F7', 'F7', 'Bb', 'F7', 'Bb', 'Bb', 'D7', 'Eb', 'G7', 'C7', 'F7', 'F7', 'Bb', 'Eb', 'Bb', 'Eb', 'Eb-', 'Bb', 'Bb', 'Eb', 'Bb', 'C7', 'F7', 'Bb', 'Bb', 'D7', 'Eb', 'G7', 'C7', 'F7', 'F7', 'Bb', 'Gb7', 'F7', 'Bb']"
Flamingo,Grouya Ted,Ballad,F,,0,0,,"(4, 4)","['F^7', 'D-7', 'G-7', 'C7', 'F-7', 'Bb7', 'Db7', 'G-7', 'C7', 'F^7', 'D7', 'G-7', 'C7', 'F^7', 'D-7', 'G-7', 'C7', 'F-7', 'Bb7', 'Db7', 'G-7', 'C7', 'F6', 'Bb-6', 'F6', 'Bb-7', 'Eb7', 'Ab^7', 'Ao7', 'Bb-7', 'Eb7', 'G-7', 'C7', 'F^7', 'D-7', 'G-7', 'C7', 'F-7', 'Bb7', 'Db7', 'G-7', 'C7', 'F^7', 'D7', 'G-7', 'C7']"
Flat Foot,L H Armstrong (1926),Medium Swing,Eb,,Jazz-Medium Swing,100,3,"(4, 4)","['Eb', 'Eb', 'C-', 'C-', 'Eb', 'Eb', 'Bb7', 'Bb7', 'F-', 'F-', 'C7', 'C7', 'F7', 'F7', 'Bb7', 'Bb7', 'Eb', 'Eb', 'Bb7', 'Bb7', 'Bb7', 'Bb7', 'Eb', 'Eb', 'G7', 'G7', 'C-', 'C-7', 'F7', 'F7', 'Bb7', 'Eb', 'Eb', 'Bb7', 'Bb7', 'Bb7', 'Bb7', 'Eb', 'Eb7', 'Ab', 'Ab-', 'Eb', 'C7', 'F7', 'Bb7', 'Eb', 'Eb']"
Flee As A Bird To The Mountain  and Oh Didn't He Ramble?,"Mary S B Dana (1857) and Johnson, Cole (1902)",Medium Swing,Bb,,Jazz-Medium Swing,100,3,"(4, 4)","['F-', 'C7', 'F-', 'Bb-7', 'Db7', 'F-', 'C7', 'F-', 'C7', 'F-', 'C7', 'F-', 'Ab', 'Eb7', 'Ab', 'Bb-6', 'F-', 'C', 'F-', 'C7', 'F-', 'C7', 'F-', 'F-', 'C7', 'F-', 'C7', 'F-', 'C7', 'F-', 'C7', 'F-', 'Bb', 'Bb', 'Bb', 'Bb', 'Bb', 'F7', 'Bb', 'F7', 'Bb', 'Bb', 'Bb', 'Bb', 'Bb', 'F7', 'Bb', 'Bb']"
Flintstones,Curtain Hoyt,Up Tempo Swing,Bb,,0,0,,"(4, 4)","['Bb', 'G7', 'C-7', 'F7', 'Bb', 'G7', 'C-7', 'F7', 'Eb7', 'Ab7', 'Bb', 'C-7', 'F7', 'Bb', 'G7', 'C-7', 'F7', 'Bb', 'G7', 'C-7', 'F7', 'Eb7', 'Ab7', 'Bb', 'Bb', 'D7', 'D7', 'G7', 'G7', 'C7', 'C7', 'F7', 'F7', 'Bb', 'G7', 'C-7', 'F7', 'Bb', 'G7', 'C-7', 'F7', 'Eb7', 'Ab7', 'Bb', 'C-7', 'F7']"
Float Me Down The River,Hug Armand,Medium Swing,Ab,,Jazz-Medium Swing,100,3,"(4, 4)","['Ab', 'C7', 'Db', 'Ab', 'Eb', 'Ab', 'F7', 'Bb7', 'Eb7', 'Ab', 'C7', 'Db', 'C7', 'Db', 'Ab', 'F7', 'Bb7', 'Eb7', 'Ab', 'F7', 'Bb7', 'Eb7', 'Ab']"
Flow Gently Sweet Afton,"Jonathan E Spilman, Robert Burns (1838)",Waltz,Bb,,Jazz-Medium Swing,100,3,"(3, 4)","['Bb', 'Bb', 'Eb', 'Bb', 'Bb', 'Bb', 'Bb', 'F7', 'Bb', 'Bb', 'Eb', 'Bb', 'Bb', 'Bb', 'C-', 'Bb', 'F7', 'Bb', 'F', 'F', 'C7', 'F', 'F', 'F', 'C7', 'F', 'Bb', 'Bb', 'Eb', 'Bb', 'Bb', 'Bb', 'C-', 'Bb', 'F7', 'Bb']"
Fly Me To The Moon,Howard Bart,Medium Swing,C,,0,0,,"(4, 4)","['A-7', 'D-7', 'G7', 'C^7', 'F^7', 'Bh7', 'E7b9', 'A-7', 'A7', 'D-7', 'G7', 'C^7', 'F7', 'E-7', 'A7', 'D-7', 'G7', 'C^7', 'Bh7', 'E7b9', 'A-7', 'D-7', 'G7', 'C^7', 'F^7', 'Bh7', 'E7b9', 'A-7', 'A7', 'D-7', 'G7', 'E-7', 'A7', 'D-7', 'G7', 'C^7', 'Bh7', 'E7b9']"
Flying Home,Goodman-Hampton,Medium Swing,Eb,,0,0,,"(4, 4)","['Eb^7', 'Eb/Db', 'C-7', 'B7', 'Bb7', 'Eb^9', 'Eb/Db', 'C-7', 'B7', 'Bb7', 'Eb^7', 'Eb/Db', 'C-7', 'B7', 'Bb7', 'Eb6', 'Bb7', 'Eb^7', 'Eb/Db', 'C-7', 'B7', 'Bb7', 'Eb^9', 'Eb/Db', 'C-7', 'B7', 'Bb7', 'Eb^7', 'Eb/Db', 'C-7', 'B7', 'Bb7', 'Eb6', 'Eb6', 'Eb7', 'Eb7', 'Ab7', 'Ab7', 'F7', 'F7', 'Bb7', 'Bb7', 'Eb^9', 'Eb/Db', 'C-7', 'B7', 'Bb7', 'Eb^9', 'Eb/Db', 'C-7', 'B7', 'Bb7', 'Eb^9', 'Eb/Db', 'C-7', 'B7', 'Bb7', 'Eb6', 'Bb7']"
"Folks Who Live On The Hill, The",Kern Jerome,Ballad,C,,0,0,,"(4, 4)","['C^7', 'Gb7#11', 'F^7', 'G7sus', 'C^7/E', 'Ebo7', 'D-7', 'A-7/C', 'G7/B', 'A-7', 'D-7/G', 'G7/F', 'C^7', 'C7', 'F^7', 'G7', 'E-7', 'A7b9', 'D-7', 'G7', 'C6', 'A-7', 'D-7', 'G7', 'C^7', 'Gb7#11', 'F^7', 'G7sus', 'C^7/E', 'Ebo7', 'D-7', 'A-7/C', 'G7/B', 'A-7', 'D-7/G', 'G7/F', 'C^7', 'C7', 'F^7', 'G7', 'E-7', 'A7b9', 'D-7', 'G7', 'C6', 'F#7', 'B7b9', 'E-7', 'F#h7', 'B7b9', 'E-7', 'E-^7/D#', 'E-7/D', 'A7/C#', 'D7', 'G6', 'G7/F', 'E-7', 'A7', 'D-7', 'G7', 'C^7', 'Gb7#11', 'F^7', 'G7sus', 'C^7/E', 'Ebo7', 'D-7', 'A-7/C', 'G7/B', 'A-7', 'D-7/G', 'G7/F', 'C^7', 'C7', 'F^7', 'G7', 'E-7', 'A7b9', 'D-7', 'G7', 'Eh7', 'A7b9', 'D-7', 'G7', 'C6', 'A-7', 'D-7', 'G7']"
"Fool Such As I, A","William Marvin Trader, 1952",Medium Swing,C,,Jazz-Medium Swing,100,3,"(4, 4)","['C', 'E7', 'F', 'C', 'C', 'A7', 'D7', 'G7', 'C', 'E7', 'F', 'C', 'C', 'C', 'G7', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'G', 'D7', 'G7', 'G7', 'C', 'E7', 'F', 'C', 'C', 'G7', 'C', 'F', 'C']"
Fools Rush In,Bloom Rube,Slow Swing,C,,0,0,,"(4, 4)","['D-7', 'G7', 'C^7', 'A-7', 'D-7', 'G7', 'C^7', 'A-7', 'D-7', 'G7', 'C6', 'A-7', 'D7#11', 'D7#11', 'G7', 'G7b9', 'D-7', 'G7', 'C^7', 'A-7', 'D-7', 'G7', 'Eh7', 'A7b9', 'D-7', 'F-6', 'C^7/G', 'A-7', 'D-7', 'G7', 'C6', 'A-7', 'D-7', 'G7']"
Footprints,Shorter Wayne,Jazz Waltz,C-,,Jazz-Medium Swing,136,8,"(6, 4)","['C-11', 'C-11', 'C-11', 'C-11', 'C-11', 'C-11', 'C-11', 'C-11', 'F-11', 'F-11', 'C-11', 'C-11', 'C^7#11/F#', 'F13#11', 'E13#11', 'A7#9#5', 'C-11', 'C-11', 'C-11', 'C-11', 'C-11', 'C-11', 'F-11', 'F-11', 'C-11', 'C-11', 'C^7#11/F#', 'F13#11', 'E13#11', 'A7#9#5', 'C-11', 'C-11', 'C-11', 'C-11', 'C-11', 'C-11']"
For A Thousand Years,Metheny Pat,Waltz,C,,0,0,,"(3, 4)","['D^7', 'Asus', 'D^7', 'Asus', 'D^7', 'Asus', 'D', 'F-7', 'Bb', 'Eb^7', 'G^7', 'Db^7#11', 'C-7', 'F-11', 'A-7', 'F-7', 'F#-7', 'F#-7', 'B7', 'Bb^7', 'D^7', 'Ab^7#11', 'E-7', 'A-7', 'F-7', 'Eb^7', 'Dsus', 'G', 'G', 'A/G', 'G', 'G', 'A/G', 'C#h7', 'F#7', 'G/B', 'G/B', 'F#7/A#', 'B-/A', 'B-/A', 'B-/G#', 'G^7', 'G^7', 'D^7', 'Gb^7', 'C^7#11', 'B-11', 'E-7', 'A7', 'D^7', 'C/A', 'D^7', 'G-/A', 'D^7', 'G/A', 'D^7', 'F-7', 'F-7', 'Bb7', 'D^7', 'Asus', 'D^7', 'Asus', 'D^7', 'Asus', 'D', 'F-7', 'Bb', 'Eb^7', 'G^7', 'Db^7#11', 'C-7', 'F-11', 'A-7', 'F-7', 'F#-7', 'F#-7', 'B7', 'Bb^7', 'D^7', 'Ab^7#11', 'E-7', 'A-7', 'F-7', 'Eb^7', 'Dsus', 'G', 'G', 'A/G', 'G', 'G', 'A/G', 'C#h7', 'F#7', 'G/B', 'G/B', 'F#7/A#', 'B-/A', 'B-/A', 'B-/G#', 'G^7', 'G^7', 'D^7', 'Gb^7', 'C^7#11', 'B-11', 'E-7', 'A7', 'D^7', 'C/A', 'D^7', 'G-/A', 'D^7', 'G/A', 'C/A', 'D^7#11']"
For All We Know,Coots Fred,Ballad,Eb,,0,0,,"(4, 4)","['Eb6', 'F7', 'F-7', 'F-7', 'Bb7', 'Eb^7', 'Ab^7', 'Gh7', 'C7b13', 'F-7', 'Ab-7', 'Db7', 'Eb^7', 'Gbo7', 'F-7', 'Bb7', 'C-7', 'F7', 'F-7', 'Bb7', 'Eb6', 'F7', 'F-7', 'F-7', 'Bb7', 'Eb^7', 'Ab^7', 'Gh7', 'C7b13', 'F-7', 'Ab-7', 'Db7', 'Eb^7', 'A-7', 'D7', 'G7', 'Db7#11', 'C7sus', 'C7', 'F-7', 'B7#11', 'Bb7sus', 'Bb7', 'Eb6', 'C-7', 'F-7', 'Bb7']"
For Heaven's Sake,Edwards-Meyer-Bretton,Ballad,F,,0,0,,"(4, 4)","['Gh7', 'C7b9', 'A-7', 'D7b9', 'Gh7', 'C7b9', 'F^7', 'B7#11', 'Bb-7', 'A-7', 'Abo7', 'G-7', 'C7sus', 'F6', 'Gh7', 'C7b9', 'A-7', 'D7b9', 'Gh7', 'C7b9', 'F^7', 'B7#11', 'Bb-7', 'A-7', 'Abo7', 'G-7', 'C7sus', 'F6', 'Eb-7', 'Ab7', 'Db^7', 'Bb7b9', 'Eb-7', 'Ab7', 'Db^7', 'F-6', 'Dh7', 'Gh7', 'C7', 'F-7', 'Bb-7', 'Bb-7/Ab', 'G-7', 'C7', 'Gh7', 'C7b9', 'A-7', 'D7b9', 'Gh7', 'C7b9', 'F^7', 'B7#11', 'Bb-7', 'A-7', 'Abo7', 'G-7', 'C7sus', 'F6']"
For Jan,Wheeler Kenny,Waltz,A,,0,0,,"(3, 4)","['Bb^7#11', 'E7', 'A7b9b13', 'D-9', 'E7b9b13', 'E7b9b13', 'A-7', 'F^7#11', 'Bb^7#11', 'E7', 'A7b9b13', 'Ab7#5', 'C/G', 'E7b13/G#', 'A-7', 'B7#9#5', 'E-11', 'D-11', 'C-11', 'Bb^7#11', 'E7', 'E7', 'A^7', 'A^7']"
For Me And My Gal (The Bells Are Ringing),"Meyer, Leslie, Goetz (1917)",Medium Swing,F,,Jazz-Medium Swing,100,3,"(4, 4)","['F7', 'F7', 'Bb', 'Bb', 'D7', 'D7', 'G7', 'C7', 'Co', 'C7', 'F7', 'F7', 'Bb', 'Bb', 'D7', 'D7', 'G7', 'C7', 'Co', 'C7', 'C7', 'C7', 'F', 'F', 'C7', 'C7', 'F', 'F', 'A7', 'A7', 'D-', 'D-7', 'G7', 'G7', 'C7', 'C7', 'C7', 'C7', 'F', 'F', 'C7', 'C7', 'A7', 'A7', 'F', 'F7', 'Bb', 'Bo', 'C7', 'C7', 'F', 'F']"
For Minors Only,Heath Jimmy,Up Tempo Swing,C-,,0,0,,"(4, 4)","['C-7', 'G7b9', 'C-7', 'G7b9', 'C-7', 'G7b9', 'C-7', 'C7b13', 'F-7', 'C7b9', 'F-7', 'C7b9', 'F-7', 'C7b9', 'F-7', 'C7b9', 'D-7', 'G7', 'Eb-7', 'Ab7', 'D-7', 'G7', 'C-7', 'Bb', 'Ab7', 'G7b13', 'C-7', 'G7#11', 'C-7', 'G7b9', 'C-7', 'G7b9', 'C-7', 'G7b9', 'C-7', 'C7b13', 'F-7', 'C7b9', 'F-7', 'C7b9', 'F-7', 'C7b9', 'F-7', 'C7b9', 'D-7', 'G7', 'Eb-7', 'Ab7', 'D-7', 'G7', 'C-7', 'Bb', 'Ab7', 'G7b13', 'C-7', 'C-7']"
For Once In My Life,Murden Orlando,Medium Swing,Bb,,0,0,,"(4, 4)","['Bb', 'Bb+', 'Bb6', 'Bo7', 'C-', 'G7', 'C-', 'G7', 'C-', 'C-b6', 'C-6', 'F7', 'Bb6', 'F7', 'Bb6', 'D7', 'G-', 'G-/F#', 'F-7', 'Bb7#5', 'Eb6', 'G-7', 'C-7', 'F7', 'D-7', 'G-7', 'C7', 'F7#5', 'Bb', 'Bb+', 'Bb6', 'Bo7', 'C-', 'G7', 'C-', 'G7', 'C-', 'C-b6', 'C-6', 'F7', 'Bb6', 'F7', 'Bb6', 'D7', 'G-', 'G-/F#', 'F-7', 'Bb7#5', 'Eb6', 'C7#11', 'Bb/F', 'G-7', 'C-7', 'F7', 'Bb6', 'C-7', 'F7']"
For Sentimental Reasons,Best William,Slow Swing,Db,,0,0,,"(4, 4)","['Db^7', 'Db7', 'Gb^7', 'Cb7', 'F-7', 'Bb-7', 'Eb-7', 'Ab7', 'Db6', 'Bb-7', 'Eb-7', 'Ab7', 'F-7', 'Bb7', 'Eb-7', 'Ab7', 'Db^7', 'Db7', 'Gb^7', 'Cb7', 'F-7', 'Bb-7', 'Eb-7', 'Ab7', 'Db6', 'Bb-7', 'Eb-7', 'Ab7', 'Db6', 'Gb-6', 'Db6', 'Db7', 'Gb^7', 'Gh', 'C7', 'F-7', 'Bb7', 'Eb-7', 'Ab7', 'Db^7', 'Ch7', 'F7b9', 'Bb-7', 'Eb7', 'Ab7', 'Db^7', 'Db7', 'Gb^7', 'Cb7', 'F-7', 'Bb-7', 'Eb-7', 'Ab7', 'Db6', 'Bb-7', 'Eb-7', 'Ab7', 'Db6', 'Bb7', 'Eb-7', 'Ab7']"
"For You, For Me, For Evermore",Gershwin George,Slow Swing,Eb,,0,0,,"(4, 4)","['Eb^7', 'F7', 'F-7', 'Bb7', 'F-7', 'Bb7', 'Eb^7', 'F7', 'F-7', 'Bb7', 'F-7', 'Bb7', 'Bb-7', 'Eb7', 'Bb-7', 'Eb7', 'Ab6', 'C-7', 'F7', 'B7', 'Bb7#5', 'Bb7', 'Eb^7', 'F7', 'F-7', 'Bb7', 'F-7', 'Bb7', 'Bb-7', 'Eb7', 'Ab6', 'Db7', 'Eb^7', 'G-7', 'C7', 'F-7', 'Bb7', 'Eb^7', 'C-7', 'F7', 'F-7', 'Eb6/Bb', 'Bb7', 'Eb6', 'F7', 'Bb7']"
Forest Flower,Lloyd Charles,Bossa Nova,C,,0,0,,"(4, 4)","['A^7', 'A^7', 'G^7', 'G^7', 'C^7', 'C^7', 'Bb^7', 'Bb^7', 'Db-7', 'Dh7', 'G7b9', 'C^7', 'C^7', 'C-7', 'B7#9', 'Bb^7', 'Bb^7', 'A^7', 'A^7', 'G^7', 'G^7', 'C^7', 'C^7', 'Bb^7', 'Bb^7', 'Db-7', 'Dh7', 'G7b9', 'C^7', 'C^7', 'C-7', 'B7#9', 'Bb^7', 'Bb^7', 'C-7', 'Bb7', 'Eb^7', 'Eb^7', 'Bb7', 'Ab7#11', 'Gb^7', 'Gb^7', 'Gb-7', 'A-7', 'C-7', 'Eb-7', 'C6', 'C6']"
Forever Sonny,Heath Jimmy,Bossa Nova,Bb,,0,0,,"(4, 4)","['G-7', 'Eh7', 'Eb7', 'D-7', 'G-7', 'C-7', 'F7#5', 'Bb7', 'Eb7', 'Ab7', 'D-7', 'G-7', 'C-7', 'D7#9', 'G-7', 'Eh7', 'Eb7', 'D-7', 'G-7', 'C-7', 'F7#5', 'Bb7', 'Eb7', 'Ab7', 'C-7', 'F7', 'Bb^7', 'D7#9', 'D7#9', 'G7', 'G7', 'C7#9', 'C7#9', 'F7', 'F7', 'D7#9', 'G-7', 'Eh7', 'Eb7', 'D-7', 'G-7', 'C-7', 'F7#5', 'Bb7', 'Eb7', 'Ab7', 'C-7', 'F7', 'Bb^7', 'D7#9']"
Forty And Tight,Melrose Frank,Medium Swing,F,,Jazz-Medium Swing,100,3,"(4, 4)","['G7', 'C7', 'F', 'F', 'G7', 'C7', 'F', 'F', 'A7', 'A7', 'D-', 'D-7', 'G7', 'G7', 'C7', 'C7', 'G7', 'C7', 'F', 'F', 'F7', 'F7', 'Bb', 'Bb', 'Db7', 'Db7', 'F', 'D7', 'G7', 'C7', 'F', 'F']"
Four,Davis Miles,Up Tempo Swing,Eb,,0,0,,"(4, 4)","['Eb^7', 'Eb^7', 'Eb-7', 'Ab7', 'F-7', 'F-7', 'Ab-7', 'Db7', 'Eb^7/G', 'F#-7', 'B7', 'F-7', 'Bb7', 'Eb^7/G', 'F#-7', 'B7', 'F-7', 'Bb7', 'Eb^7', 'Eb^7', 'Eb-7', 'Ab7', 'F-7', 'F-7', 'Ab-7', 'Db7', 'Eb^7/G', 'F#-7', 'B7', 'F-7', 'Bb7', 'G-7', 'Gb-7', 'F-7', 'Bb7', 'Eb^7', 'Eb^7']"
Four Brothers,Giuffre Jimmy,Up Tempo Swing,Ab,,0,0,,"(4, 4)","['Bb7', 'Bb-7', 'Eb7#5', 'Ab^7', 'F7', 'Bb-7', 'C-7', 'F7', 'Bb-7', 'Eb7', 'Ab^7', 'F7', 'Bb7', 'Bb-7', 'Eb7#5', 'Ab^7', 'F7', 'Bb-7', 'C-7', 'F7', 'Bb-7', 'Eb7', 'Ab6', 'C#-7', 'F#7', 'B^7', 'E-7', 'A7', 'D^7', 'D-7', 'G7', 'C^7', 'C#o7', 'D-7', 'G7', 'C-7', 'F7', 'Bb7', 'Bb-7', 'Eb7#5', 'Ab^7', 'F7', 'Bb-7', 'C-7', 'F7', 'Bb-7', 'Eb7', 'Ab6']"
